name,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_transformed,Accept_transformed,Enroll_transformed,Top10perc_transformed,F.Undergrad_transformed,P.Undergrad_transformed,Outstate_transformed,Books_transformed,Personal_transformed,PhD_transformed,Terminal_transformed,S.F.Ratio_transformed,perc.alumni_transformed,Expend_transformed,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Binary,Apps_transformed_scaled,Accept_transformed_scaled,Enroll_transformed_scaled,Top10perc_transformed_scaled,F.Undergrad_transformed_scaled,P.Undergrad_transformed_scaled,Outstate_transformed_scaled,Books_transformed_scaled,Personal_transformed_scaled,PhD_transformed_scaled,Terminal_transformed_scaled,S.F.Ratio_transformed_scaled,perc.alumni_transformed_scaled,Expend_transformed_scaled,Accept_Rate_scaled,Outstate_Tier_Encoded_scaled,Private_Binary_scaled
Concordia Lutheran College,Yes,232,216,106,16,34,534,172,6900,3800,450,1825,67.0,76,12.1,9,6875,42,4.496878667254673,4.489181553131419,3.3309193507210644,4.037027549018027,3.412690453216871,6.709933193036008,57.55865838297026,9.28888019207096,10.046611002154854,2293.5563365530456,31904.737047146835,5.8711895619635985,2.302585092994046,1.8285334164187952,0.9310344827586207,Low,0,1,-1.9528843614414244,-1.8338275322797444,-1.733685230873371,-0.5849046607537621,-1.4688665677704165,-0.410308297691809,-0.8634700462138201,-0.6142542984789047,0.8709122317393979,-0.48183437398018664,-0.4230962065588109,-0.4618260387652622,-1.1512760702749985,-0.5605315189733038,1.2523484279958867,-1.0987972149572356,0.6125530498969481
Concordia University CA,Yes,688,497,144,30,75,641,101,10800,4440,570,1515,55.0,60,13.1,13,8415,55,5.200045809031356,5.04750718103673,3.4772555851620015,5.42374736044689,3.4579561082731702,5.847461184501282,67.60553200350995,9.816012876520363,9.724085448459324,1543.5979209648558,17187.345783259294,6.2444098482081,2.6390573296152584,1.8301215557112192,0.7223837209302325,Medium,1,1,-0.8237779925771218,-0.9083204915153344,-1.3323953511759705,0.3687770077049723,-1.2273816009701404,-0.7160770609235252,0.2152318024408838,0.25701902020397893,0.47742975269760685,-1.1631383334388996,-1.3460179845367914,-0.1981197138629203,-0.601645107695158,-0.0004732569483559443,-0.16695541290365903,0.3581403891754813,0.6125530498969481
Concordia University,Yes,528,403,186,22,56,1168,145,9216,4191,400,1000,56.0,64,12.1,13,7309,75,5.033915237981139,4.910052656509884,3.5943350545124217,4.711661371580558,3.5945488919067543,6.428334592723386,63.871037512812464,9.032160306951633,9.020229620808045,1600.4273262480049,20349.537205283363,5.8711895619635985,2.6390573296152584,1.8290329035091026,0.7632575757575758,Medium,1,1,-1.0905411484349306,-1.1361716304856115,-1.0113347037556053,-0.12094221917214974,-0.49868113745341497,-0.5101423269626915,-0.18572935851873712,-1.0385747644227592,-0.38127720177114266,-1.1115113391571876,-1.1477182127095475,-0.4618260387652622,-0.601645107695158,-0.3843871007626564,0.11108056760492421,0.3581403891754813,0.6125530498969481
Connecticut College,Yes,3035,1546,438,42,93,1630,232,18740,6300,600,500,75.0,95,10.7,40,14773,91,6.074554524435973,5.7579101176322,3.9543253984203828,6.262942194174836,3.663018038559855,7.215015254762088,82.28189750330343,9.932527964405688,7.892981014082466,2876.0084132069483,57206.70743459923,5.327827205479586,3.713572066704308,1.8337273175537692,0.5093904448105436,High,2,1,0.580459067897303,0.26927710876950467,-0.024152804816164396,0.9459121453121655,-0.13340928651471148,-0.23124356768754165,1.7909879226128143,0.4496014388117547,-1.7565250579131293,0.0472975055627926,1.1635803366973685,-0.845749676894635,1.1535860970634626,1.2711007922851891,-1.6157983130368996,1.8150779933081982,0.6125530498969481
Converse College,Yes,440,407,149,35,70,643,80,12050,3700,500,900,63.0,76,10.2,31,10965,75,4.917608302529796,4.916572875458386,3.493137045538573,5.799255636304826,3.458712634019934,5.48388634059449,70.3054323392369,9.521846755027648,8.845130755470747,2027.0802352736914,31904.737047146835,5.1271455060426065,3.4657359027997265,1.8319546744221058,0.925,Medium,1,1,-1.2773003039173507,-1.1253634063193592,-1.2888444879992527,0.6270233788095004,-1.2233456581650797,-0.844973801065171,0.505111778374698,-0.2291946039516519,-0.5948985251698033,-0.7239160936184083,-0.4230962065588109,-0.9875453814266576,0.7487430981377603,0.6459771420828389,1.211300101682098,0.3581403891754813,0.6125530498969481
Cornell College,Yes,1538,1329,383,33,68,1140,10,15248,4323,550,800,71.0,76,12.2,31,10340,64,5.685745980883667,5.666421306841,3.901003006384757,5.654170235972273,3.589366233391702,2.585586316575632,76.46317756858613,9.735330960613702,8.650998387185288,2576.530515080068,31904.737047146835,5.909038089917999,3.4657359027997265,1.8315706256218196,0.864109232769831,High,2,1,-0.043867890391065506,0.11762091692301774,-0.17037589417541857,0.5272445442404738,-0.5263297844880812,-1.8724965554839514,1.1662499008712452,0.12366360001576755,-0.8317407990918487,-0.2247648828620271,-0.4230962065588109,-0.43508339754859504,0.7487430981377603,0.5105421052147793,0.7971031965388506,1.8150779933081982,0.6125530498969481
Creighton University,Yes,2967,2836,876,30,60,3450,644,10628,4372,650,2055,85.0,90,6.5,32,22906,85,6.061900309639246,6.1154513342358685,4.212949088586007,5.42374736044689,3.7999542741787957,9.055124423617247,67.21821460034812,10.115893212874479,10.254583574103954,3696.941267081089,49659.49561114865,3.4994361520575255,3.4965075614664802,1.8358659044540047,0.9558476575665655,Medium,1,1,0.5601396393132828,0.8619543866720845,0.6850568445229341,0.3687770077049723,0.5971234379331368,0.4211230009713984,0.17364672686546687,0.7526774067369608,1.1246396100682514,0.7930785944456105,0.6902976719925955,-2.1376362729688485,0.7990089285165864,2.0252747291992,1.4211349399703495,0.3581403891754813,0.6125530498969481
Culver-Stockton College,Yes,1576,1110,274,24,55,992,112,8000,3700,400,500,51.0,52,14.1,28,5807,51,5.700042403430177,5.556242075521058,3.763027658491404,4.90575996229404,3.559127498586446,6.01140860870244,60.70655014697259,9.032160306951633,7.892981014082466,1326.5785035602494,11818.946360357224,6.606696588429186,3.367295829986474,1.8270667383706434,0.7043147208121827,Low,0,1,-0.02091149668294369,-0.0650174024304888,-0.5487381704008443,0.012544204192919739,-0.6876485561141074,-0.6579534341426623,-0.5254906116708954,-1.0385747644227592,-1.7565250579131293,-1.3602908492103485,-1.6826681864267155,0.0578612934555406,0.5879401964775927,-1.0777564012720815,-0.2898660653452511,-1.0987972149572356,0.6125530498969481
Cumberland College,Yes,995,789,398,26,47,1306,122,6230,3526,400,600,42.0,44,13.0,4,8189,63,5.426340307383495,5.3435735180730575,3.916381588375906,5.088171214391668,3.6180499258586956,6.148309535351984,55.4762903050291,9.032160306951633,8.183897511239495,898.4967502467404,7633.504226079396,6.207599060205051,1.6094379124341003,1.8299176584383647,0.792964824120603,Low,0,1,-0.4604069757193691,-0.4175468895790092,-0.12820404698581736,0.13799295441079093,-0.3733069128542516,-0.6094184943270222,-1.0870474873256954,-1.0385747644227592,-1.4016057556008417,-1.749184136414518,-1.9451356052056121,-0.22412911897517096,-2.2835393318336408,-0.07237775097556182,0.3131580071250354,-1.0987972149572356,0.6125530498969481
D'Youville College,Yes,866,619,157,18,47,1074,336,8920,4310,680,1320,68.0,68,14.6,42,6898,46,5.341885318644312,5.189307203420113,3.5173102663510467,4.280162520647578,3.576510539794986,7.861197227825925,63.127272835205,10.220093081129612,9.488227278086839,2362.752960444352,23848.004199077237,6.784079410208037,3.7612001156935624,1.8285610981594231,0.7147806004618937,Medium,1,1,-0.5960200611471566,-0.6732660492022743,-1.2225555821189287,-0.41769469988544683,-0.5949128357558989,-0.0021552485639602073,-0.26558507911415014,0.9249045664240839,0.18968183158858168,-0.4189723100864871,-0.9283307329438812,0.18319470580243435,1.231387019584252,-0.5507695367467623,-0.2186740742158603,0.3581403891754813,0.6125530498969481
Dana College,Yes,504,482,185,10,36,550,84,9130,3322,450,1450,46.0,51,12.6,25,8686,54,5.004385563387909,5.027539056299397,3.591916053627615,3.13661398758166,3.4201307674242103,5.5592967701084035,63.656581429177706,9.28888019207096,9.648758384589993,1078.466428215325,11233.381818031621,6.059240608651982,3.258096538021482,1.8303551893361867,0.9563492063492064,Medium,1,1,-1.1379582441334888,-0.9414206021167374,-1.0179681980351356,-1.204141438433242,-1.429173691855813,-0.8182388420878753,-0.20875484710447237,-0.6142542984789047,0.3855304303319002,-1.5856896657426467,-1.7193887069886764,-0.32895477682173246,0.4095619963667674,0.08191777926244911,1.424546622282759,0.3581403891754813,0.6125530498969481
Daniel Webster College,Yes,585,508,153,12,30,460,536,12292,4934,500,500,61.0,61,22.2,10,8643,72,5.098637620406266,5.061745200632224,3.505405910198147,3.473099970406587,3.3743521891535733,8.710446792561859,70.80659467540849,9.521846755027648,7.892981014082466,1900.027107006517,17947.080041564655,9.24124231825027,2.3978952727983707,1.8303188737224436,0.8683760683760684,Medium,1,1,-0.9866135757960337,-0.8847188749611933,-1.2552002491538736,-0.9727316677869278,-1.6733950212522215,0.2989258143745879,0.5589200334520982,-0.2291946039516519,-1.7565250579131293,-0.8393382257670974,-1.2983753500580535,1.9193527444940255,-0.9955858819980911,0.06911105656858044,0.8261274671015463,0.3581403891754813,0.6125530498969481
Dartmouth College,Yes,8587,2273,1087,87,99,3918,32,19545,6070,550,1100,75.0,99,4.7,49,29619,98,6.633455369685041,5.98677801872617,4.288015987968038,8.346753143539743,3.821036682211322,4.133144242927068,83.52007401750967,9.735330960613702,9.179807776613403,2876.0084132069483,63726.11435013417,2.5764149301875476,3.912023005428146,1.8369020683185648,0.2647024572027483,High,2,1,1.4779107069768507,0.6486593962387903,0.8909087112007676,2.379000709104455,0.7095946834607327,-1.323847012672887,1.923927117956586,0.12366360001576755,-0.18659120673062196,0.0472975055627926,1.572409762644023,-2.789815544024715,1.4777578075468099,2.3906785296888304,-3.280237961329974,1.8150779933081982,0.6125530498969481
Davidson College,Yes,2373,956,452,77,96,1601,6,17295,5070,600,1011,95.0,97,12.0,46,17581,94,5.936024440637781,5.4638063900479485,3.966670283863466,7.969712467336035,3.6594560583935443,1.960166205818838,79.96862448628652,9.932527964405688,9.038489194647322,4621.1312933543995,60412.08392299406,5.833219143323595,3.8501476017100584,1.8346371280612432,0.4028655710071639,High,2,1,0.3580152268773264,-0.21824317865754045,0.009699901680342994,2.1197004682084537,-0.15241187603064701,-2.0942242543239864,1.5426189300141848,0.4496014388117547,-0.35900044788854046,1.632664244935875,1.3645882269351624,-0.48865480430561903,1.3766836801623437,1.5919460065675262,-2.3404118309344693,1.8150779933081982,0.6125530498969481
Defiance College,Yes,571,461,174,10,26,645,283,10850,3670,400,1159,58.0,60,12.8,19,7505,56,5.083388385208976,4.998438348875946,3.564267872892378,3.13661398758166,3.4594662968949756,7.558757248101406,67.71736326986401,9.032160306951633,9.267765172754743,1717.176370806624,17187.345783259294,6.133645307514049,2.995732273553991,1.8292437492043199,0.8073555166374781,Medium,1,1,-1.011099942633462,-0.9896593149135585,-1.0937862971100665,-1.204141438433242,-1.219324988318777,-0.10937808900060501,0.22723878076167214,-1.0385747644227592,-0.07928282794576684,-1.0054500100654609,-1.3460179845367914,-0.27638263533977875,-0.019012808716357025,-0.310032241474104,0.41104772956565694,0.3581403891754813,0.6125530498969481
Delta State University,No,967,945,459,15,48,2806,538,4528,1880,500,1200,49.0,63,17.1,16,5113,58,5.4090489689814,5.456604051916413,3.9726784353394335,3.9068791807486942,3.7644351284498843,8.71737810776415,49.421814846166576,9.521846755027648,9.326478591460091,1224.2461055608517,19527.97071250106,7.637799449233492,2.833213344056216,1.8258687550494321,0.9772492244053774,Low,0,0,-0.48817243737996785,-0.23018211593274765,0.026175728000500234,-0.6744109272506593,0.4076345259434109,0.3013831459239031,-1.7370978529197951,-0.2291946039516519,-0.007652219826546156,-1.4532552942898984,-1.199238322126377,0.7864078276084665,-0.28448920152158647,-1.5002259289848494,1.5667146912706456,-1.0987972149572356,-1.6325116659989423
Denison University,Yes,2762,2279,533,32,60,1835,14,16900,4720,500,600,88.0,97,11.6,45,12423,81,6.021780950364581,5.988322482728519,4.030381367276424,5.579161020314319,3.6861761627935024,3.015125630768789,79.31429986330896,9.521846755027648,8.183897511239495,3963.3530380643106,60412.08392299406,5.680089865568533,3.828641396489095,1.832732069275799,0.8251267197682839,High,2,1,0.49571822172923186,0.6512195730190387,0.18441133317132977,0.4756588429698257,-0.009864429939377596,-1.7202136946368183,1.4723661123632086,-0.2291946039516519,-1.4016057556008417,1.0351018728628827,1.3645882269351624,-0.5968513856813783,1.341553066130896,0.920125897638135,0.5319326793254092,1.8150779933081982,0.6125530498969481
DePauw University,Yes,1994,1656,495,50,80,1983,36,14300,5020,550,950,78.0,94,11.1,31,11525,82,5.8365471534807085,5.799172677264513,4.00199329290671,6.727069965106191,3.701017129448279,4.300000417188417,74.73436356302273,9.735330960613702,8.934814419422105,3111.4506224560782,55644.33133643742,5.485757336611017,3.4657359027997265,1.8322711707430543,0.8304914744232698,Medium,1,1,0.19828017696786224,0.33767588459310716,0.1065642641102416,1.2651043449994013,0.06930973279957552,-1.264692158327937,0.9806324705923506,0.12366360001576755,-0.4854840926797661,0.2611863106631819,1.0656043502924986,-0.7341609556836695,0.7487430981377603,0.7575897571055347,0.5684253181280786,0.3581403891754813,0.6125530498969481
Dickinson College,Yes,3014,2539,487,31,68,1889,62,18700,5000,595,1250,87.0,94,11.2,39,13861,87,6.0706793365232175,6.051374073227068,3.9956961953918113,5.502386904592119,3.691754920970078,5.095780071709902,82.2194694790532,9.913466522538904,9.395616814032536,3873.5164176623007,55644.33133643742,5.524891958048329,3.6888794541139363,1.8333720901053028,0.8424021234240212,High,2,1,0.5742365084333004,0.7557368798042082,0.08929607681643464,0.42285937607467217,0.019897344884858746,-0.9825675695179338,1.7842852180989537,0.4180956600883188,0.07669669114387034,0.9534892875353681,1.0656043502924986,-0.7065095991630403,1.113250452842285,1.1458296222053972,0.6494450552535861,1.8150779933081982,0.6125530498969481
Dickinson State University,No,434,412,319,10,30,1376,237,4486,2146,600,2000,50.0,64,16.5,28,4525,46,4.908786874758029,4.924627465752025,3.8265541174819933,3.13661398758166,3.6288417420071237,7.251578471809118,49.25476778670217,9.932527964405688,10.2068887785124,1274.8976273644732,20349.537205283363,7.437601218528677,3.367295829986474,1.8246384047978035,0.9493087557603687,Low,0,0,-1.2914652580055246,-1.1120117354401222,-0.37453302440042296,-1.204141438433242,-0.3157343147978096,-0.21828095609480486,-1.7550331807304491,0.4496014388117547,1.066451766681205,-1.407240633156519,-1.1477182127095475,0.6449537276656453,0.5879401964775927,-1.9341096738781471,1.376655406957988,-1.0987972149572356,-1.6325116659989423
Dillard University,Yes,1998,1376,651,41,88,1539,45,6700,3650,500,2307,52.0,52,14.1,12,7566,61,5.837699965722269,5.687529027695606,4.105545335350594,6.200408396979208,3.6515698276540807,4.62148899442766,56.95151673552861,9.521846755027648,10.459025645788804,1379.2888542968378,11818.946360357224,6.606696588429186,2.5649493574615367,1.8293076450363608,0.6886886886886887,Low,0,1,0.2001312982258349,0.15261007609652555,0.39052938603291865,0.9029060992795955,-0.19448364470228294,-1.1507160945452137,-0.9286569732347445,-0.2291946039516519,1.374059763805698,-1.3124058333016602,-1.6826681864267155,0.0578612934555406,-0.7227012651918747,-0.28749933846352815,-0.3961589310724122,-1.0987972149572356,0.6125530498969481
Doane College,Yes,793,709,244,20,47,1022,411,9570,3000,400,1000,67.0,72,15.1,42,6852,60,5.287881260162279,5.275926348703875,3.713577901416746,4.503953018570464,3.5656838562986666,8.222777153171387,64.74021309697021,9.032160306951633,9.020229620808045,2293.5563365530456,27695.56132098715,6.959113993880287,3.7612001156935624,1.8285055914746442,0.8940731399747793,Medium,1,1,-0.6827367501871422,-0.529682045856627,-0.6843415439833753,-0.2637884142137955,-0.6526714454880239,0.12603424105220834,-0.0924086554972805,-1.0385747644227592,-0.38127720177114266,-0.48183437398018664,-0.6870519494859656,0.30686892312721825,1.231387019584252,-0.5703440020070553,1.0009265049786218,0.3581403891754813,0.6125530498969481
Dominican College of Blauvelt,Yes,360,329,108,4,19,756,863,8310,5500,600,1800,43.0,43,12.7,5,5480,54,4.7877995738104495,4.775128616960077,3.340045826158561,1.6641093179412487,3.497326570912626,9.617853659931912,61.54174941650734,9.932527964405688,10.02256149629937,941.9463715248107,7187.806399220283,6.096499940947927,1.791759469228055,1.8265314510050434,0.9138888888888889,Low,0,1,-1.485739881968256,-1.3598281175435543,-1.7086581947167692,-2.216819485276005,-1.017346534614075,0.6206251539915161,-0.43581784081008285,0.4496014388117547,0.8415717373961816,-1.7097120825000167,-1.973085139428777,-0.3026284436876273,-1.9857151375821298,-1.2665258077667991,1.1357190564059136,-1.0987972149572356,0.6125530498969481
Dordt College,Yes,604,562,328,25,50,1048,56,9800,2650,450,2800,61.0,60,12.5,17,7325,87,5.118718262914657,5.127169567254216,3.838017816595519,4.998323204843082,3.5711790571894233,4.94351331928614,65.29366629931513,9.28888019207096,10.805273451163218,1900.027107006517,17187.345783259294,6.021866052278773,2.8903717578961645,1.8290504410251354,0.9304635761589404,Medium,1,1,-0.9543692060010757,-0.7762683419391355,-0.34309674714668065,0.07620224590010687,-0.6233554353029339,-1.0365500942946195,-0.03298609131842826,-0.6142542984789047,1.7964834857726062,-0.8393382257670974,-1.3460179845367914,-0.3553625238528725,-0.1911203270674524,-0.3782024853473843,1.2484649534155852,0.3581403891754813,0.6125530498969481
Dowling College,Yes,1011,829,410,9,33,1059,2458,9000,3100,450,1413,77.0,78,12.4,7,11178,42,5.435988261101466,5.374696327857071,3.9282107692939014,2.949204668711685,3.5734541474422676,11.768598136930049,63.329869752333565,9.28888019207096,9.60447144137111,3031.9379352623355,34148.77423378909,5.984374989392641,2.0794415416798357,1.8320779354994645,0.8199802176063303,Medium,1,1,-0.444914832611055,-0.3659562440062048,-0.09576552890014768,-1.3330274833513371,-0.611218195855224,1.3831200202033813,-0.2438328726773592,-0.6142542984789047,0.3315001806128366,0.18895256078278097,-0.28237352323745246,-0.3818525909118415,-1.515783424979524,0.6894452340129115,0.4969246581629162,0.3581403891754813,0.6125530498969481
Drake University,Yes,2799,2573,839,34,65,3322,726,13420,4770,560,1675,88.0,93,15.0,24,9473,77,6.029253508118496,6.059105123615701,4.1976375461436986,5.727506810854239,3.793574344857619,9.283565390234328,73.06080367587565,9.775985740382358,9.897469260134107,3963.3530380643106,54108.59763306137,6.92428965966388,3.2188758248682006,1.8309743357906083,0.9192568774562344,Medium,1,1,0.5077172359754512,0.7685522355922434,0.6430688362341495,0.5776799288914052,0.5630875443092337,0.502111266263199,0.8009475046732774,0.19086001172443917,0.6889587036963638,1.0351018728628827,0.9692990979140862,0.2822630870249347,0.34549454598816776,0.3002601430944219,1.1722336932314659,0.3581403891754813,0.6125530498969481
Drew University,Yes,2153,1580,321,56,84,1192,87,18432,5616,520,660,93.0,97,10.2,28,14907,83,5.880560560623633,5.770990672855032,3.8291335749097954,7.040049268945194,3.5988720644135133,5.613759385638006,81.79892183388048,9.609379641753959,8.337548187135702,4428.029350733145,60412.08392299406,5.1271455060426065,3.367295829986474,1.8337766691836268,0.7338597306084533,High,2,1,0.2689544382749644,0.2909600574839641,-0.3674595188886689,1.4803479884652577,-0.47561770960799654,-0.798930428101034,1.7391323138793,-0.08451552985556106,-1.214151310006244,1.4572396942508257,1.3645882269351624,-0.9875453814266576,0.5879401964775927,1.2885046737822476,-0.08889222026650136,1.8150779933081982,0.6125530498969481
Drury College,Yes,700,650,314,33,66,1065,48,8730,3523,500,750,82.0,92,13.2,35,9303,67,5.210787634810409,5.220581910228725,3.8200230089807112,5.654170235972273,3.5746829988216873,4.715800569524912,62.6412737454714,9.521846755027648,8.545341066409259,3439.822698933896,52599.33115919693,6.281111475406707,3.58351893845611,1.8308474608078238,0.9285714285714286,Low,0,1,-0.8065293710478013,-0.6214236119174104,-0.39244292726749413,0.5272445442404738,-0.6046624720025029,-1.1172801877673058,-0.31776530316597534,-0.2291946039516519,-0.9606431574678065,0.5594977786457802,0.8746535950171559,-0.17218743851993448,0.9411429344911897,0.2555176052756586,1.2355940090922997,-1.0987972149572356,0.6125530498969481
Duke University,Yes,13789,3893,1583,90,98,6188,53,18590,5950,625,1162,95.0,96,5.0,44,27206,97,6.874289285102055,6.2962548670562715,4.412977079810285,8.45354470943806,3.892116419506844,4.861780044376614,82.04733881691357,10.025808563643732,9.272125972835514,4621.1312933543995,58795.90038007271,2.7387351368015262,3.8066624897703196,1.836575329016253,0.2823264921314091,High,2,1,1.864628304515328,1.1616628977217351,1.23358270239514,2.452443922292768,1.0887936142976542,-1.065526666446129,1.7658040795405283,0.6037806420075298,-0.07396263422242712,1.632664244935875,1.2632379969775114,-2.675124926388998,1.3056502891957145,2.275453721222109,-3.16035409295968,1.8150779933081982,0.6125530498969481
Earlham College,Yes,1358,1006,274,35,63,1028,13,15036,4056,600,600,90.0,94,10.6,46,14634,78,5.612441789214537,5.495464418421394,3.763027658491404,5.799255636304826,3.566966989939432,2.9192895209216525,76.08283149134412,9.932527964405688,8.183897511239495,4146.124716926278,55644.33133643742,5.287987778360136,3.8501476017100584,1.8336753895322082,0.7407952871870398,Medium,1,1,-0.16157565112194167,-0.1657653293668538,-0.5487381704008443,0.6270233788095004,-0.6458261345286401,-1.7541900886425583,1.1254133150689962,0.4496014388117547,-1.4016057556008417,1.2011418370759805,1.0656043502924986,-0.8738990280930917,1.3766836801623437,1.2527883447281278,-0.04171452484615041,0.3581403891754813,0.6125530498969481
East Carolina University,No,9274,6362,2435,14,44,13171,1687,7248,3240,500,1700,74.0,78,13.2,18,9002,58,6.67315879231067,6.568866613174431,4.547547684155309,3.7701053698334652,3.9950728299935148,10.96944387773211,58.58809409106737,9.521846755027648,9.923163850665636,2799.591418290768,34148.77423378909,6.281111475406707,2.9444389791664403,1.8306138115917008,0.6860038818201424,Low,0,0,1.5416642368119322,1.6135570573611813,1.6026083359624492,-0.7684736752694478,1.638049453792889,1.0997990462491596,-0.7529427077266194,-0.2291946039516519,0.720306207993199,-0.022123945179242006,-0.28237352323745246,-0.17218743851993448,-0.10280094841912382,0.17312107083464065,-0.414421776926459,-1.0987972149572356,-1.6325116659989423
East Tennessee State University,No,3330,2730,1303,15,36,6706,2640,5800,3000,600,2200,73.0,75,14.0,9,9825,42,6.126138589510679,6.093441931463695,4.349168400007387,3.9068791807486942,3.903900103157153,11.923642689446243,54.0611160918236,9.932527964405688,10.37487734716192,2724.2061589730774,30817.86634468314,6.570928155621265,2.302585092994046,1.8312262036363343,0.8198198198198198,Low,0,0,0.663289867215651,0.8254705567875624,1.0586036376434789,-0.6744109272506593,1.1516576654538933,1.4380873473740727,-1.2389903799716606,0.4496014388117547,1.2713984993834921,-0.09060810988813835,-0.4912534379026085,0.03258838544133381,-1.1512760702749985,0.38908148805462617,0.49583358525011534,-1.0987972149572356,-1.6325116659989423
East Texas Baptist University,Yes,379,341,265,10,36,1050,151,4950,2780,530,1500,75.0,62,15.7,7,5619,38,4.821250591772475,4.7990916114460855,3.7488754361669674,3.13661398758166,3.5715948690261983,6.494768929724505,51.04637465513994,9.65205121109875,9.706971680718645,2876.0084132069483,18727.219793357373,7.1662063890012035,2.0794415416798357,1.8267648565525807,0.899736147757256,Low,0,1,-1.4320261129623773,-1.3201059213803492,-0.5875470383187643,-1.204141438433242,-0.621137146238656,-0.486589626283788,-1.5626738743393254,-0.013985659609939928,0.4565508868862346,0.0472975055627926,-1.2494530951634284,0.4531942340637835,-1.515783424979524,-1.1842152031968562,1.039447949263229,-1.0987972149572356,0.6125530498969481
Eastern College,Yes,458,369,165,16,42,1057,355,11190,4800,450,1230,60.0,60,13.6,22,8135,54,4.943317956739173,4.8516679484364955,3.5401027774216574,4.037027549018027,3.5730426431476223,7.95919887788461,68.46898048835818,9.28888019207096,9.368274271590558,1838.0464345172456,17187.345783259294,6.426849011430599,3.1354942159291497,1.8298676504639504,0.8056768558951966,Medium,1,1,-1.2360171827581923,-1.232952891624604,-1.16005292130857,-0.5849046607537621,-0.6134135048771966,0.03258888578078365,0.30793760446468404,-0.6142542984789047,0.043338678855853185,-0.8956449178437978,-1.3460179845367914,-0.06921364143108587,0.20928980457225407,-0.09001309276925237,0.39962898554474113,0.3581403891754813,0.6125530498969481
Eastern Connecticut State University,No,2172,1493,564,14,50,2766,1531,5962,4316,650,500,71.0,76,16.9,14,5719,50,5.8855854627032445,5.736893683827372,4.0518631175123145,3.7701053698334652,3.7619066627798095,10.768204616851088,54.60211771530045,10.115893212874479,7.892981014082466,2576.530515080068,31904.737047146835,7.571374949033891,2.70805020110221,1.8269273377793454,0.6873848987108656,Low,0,0,0.277023144282292,0.23443927133921885,0.24331956598723925,-0.7684736752694478,0.39414556952304675,1.0284544932615285,-1.1809047034307898,0.7526774067369608,-1.7565250579131293,-0.2247648828620271,-0.4230962065588109,0.7394742565334033,-0.488944521318963,-1.126916102351235,-0.4050276939134156,-1.0987972149572356,-1.6325116659989423
Eastern Illinois University,No,5597,4253,1565,12,38,9161,845,5710,3066,120,1730,62.0,71,16.2,5,5682,76,6.408554224365938,6.346030697282573,4.409280737205117,3.473099970406587,3.947711807765287,9.576786250906855,53.75625985571944,6.619679486554675,9.953539502256127,1963.0383410019397,26700.255016237883,7.336441288534361,1.791759469228055,1.8268677339490282,0.7598713596569591,Low,0,0,1.1167770582926195,1.244173674644461,1.2234464235369678,-0.9727316677869278,1.3853860411860022,0.6060656891712533,-1.2717218542471183,-5.026053121682205,0.7573646257011469,-0.7820953142680762,-0.7494672137091747,0.5734771377015533,-1.9857151375821298,-1.1479354284120378,0.08804652988751521,-1.0987972149572356,-1.6325116659989423
Eastern Mennonite College,Yes,486,440,227,19,48,903,59,9650,3800,600,1300,46.0,65,11.4,29,10188,82,4.981230626114207,4.967884452264431,3.6823337365587117,4.394249799363181,3.538159286769286,5.021391812184284,64.93369988795521,9.932527964405688,9.462240306916735,1078.466428215325,21192.12243816821,5.602755748742425,3.4011973816621555,1.8314717687550575,0.9053497942386831,Medium,1,1,-1.1751391440832957,-1.0403069030295402,-0.7700207143202807,-0.3392340437249904,-0.7995105832565478,-1.0089401426438158,-0.07163457522029776,0.4496014388117547,0.15797762173098692,-1.5856896657426467,-1.094880026424442,-0.6514933665420364,0.643318740239679,0.4756801726046155,1.07763362346218,0.3581403891754813,0.6125530498969481
Eastern Nazarene College,Yes,516,409,200,17,40,1238,30,8770,3500,450,700,58.0,58,17.3,17,6430,70,5.019334593646747,4.9198073401518885,3.6267052283805232,4.161257057510804,3.60686903623129,4.042536621993316,62.74416257071504,9.28888019207096,8.432948842240108,1717.176370806624,15728.264539588916,7.70392237891117,2.8903717578961645,1.8279680906640314,0.7926356589147286,Low,0,1,-1.1139539295533867,-1.120001804241068,-0.9225677402831564,-0.4994689411839057,-0.43295515514994853,-1.3559697713457746,-0.30671844717991764,-0.6142542984789047,-1.09776212520345,-1.0054500100654609,-1.4375163915219222,0.8331283179455142,-0.1911203270674524,-0.759893981196428,0.31091892859546744,-1.0987972149572356,0.6125530498969481
